Company Name,City,State,Location
RAYTHEON COMPANY,FULLERTON,CALIFORNIA,"33.8703645, -117.9242123"
RAYTHEON COMPANY,EL SEGUNDO,CALIFORNIA,"33.9191799, -118.4164652"
RAYTHEON COMPANY,FAIRDALE,KENTUCKY,"38.1050689, -85.7588502"
RAYTHEON COMPANY,COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
RAYTHEON COMPANY,RIVERDALE,MARYLAND,"38.963444, -76.9316408"
RAYTHEON COMPANY,DULLES,VIRGINIA,"38.9639112, -77.4496269"
RAYTHEON COMPANY,DULLES,VIRGINIA,"38.9639112, -77.4496269"
RAYTHEON COMPANY,ABERDEEN PROVING GROUND,MARYLAND,"39.4632824, -76.1203982"
RAYTHEON COMPANY,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
RAYTHEON COMPANY,FORT WAYNE,INDIANA,"41.0794759, -85.1362929"
RAYTHEON COMPANY,PORTSMOUTH,RHODE ISLAND,"41.590927, -71.25364069999999"
RAYTHEON COMPANY,MARLBOROUGH,MASSACHUSETTS,"42.3459271, -71.5522874"
RAYTHEON COMPANY,WOBURN,MASSACHUSETTS,"42.4792618, -71.1522765"
RAYTHEON COMPANY,TEWKSBURY,MASSACHUSETTS,"42.6106478, -71.23422479999999"
RAYTHEON COMPANY,EL SEGUNDO,CALIFORNIA,"33.9191799, -118.4164652"
RAYTHEON TECHNOLOGIES CORPORATION,EAST HARTFORD,CONNECTICUT,"41.7634219, -72.6128339"
RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE,TUCSON,ARIZONA,"32.2539787, -110.9741769"
"REACH AIR MEDICAL SERVICES, LLC",SACRAMENTO,CALIFORNIA,"38.5781342, -121.4944209"
READYONE INDUSTRIES INC,EL PASO,TEXAS,"31.7618778, -106.4850217"
RECORD STEEL & CONSTRUCTION INC,BOISE,IDAHO,"43.6150186, -116.2023137"
RED GOLD INC,ELWOOD,INDIANA,"40.2770252, -85.84189529999999"
RED RIVER TECHNOLOGY LLC,CLAREMONT,NEW HAMPSHIRE,"43.3728635, -72.33787439999999"
REDHORSE CORPORATION,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
REED TECHNOLOGY AND INFORMATION SERVICES INC.,HORSHAM,PENNSYLVANIA,"40.1784422, -75.1285061"
REFINITIV US LLC,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
"REGENSTRIEF INSTITUTE, INC.",INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",BERKELEY,CALIFORNIA,"37.8715226, -122.273042"
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",BOULDER,COLORADO,"40.0189728, -105.2747406"
REGENTS OF THE UNIVERSITY OF MICHIGAN,ANN ARBOR,MICHIGAN,"42.2808256, -83.7430378"
REGENTS OF THE UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
"REHABILITATION SERVICES, MISSISSIPPI DEPARTMENT OF",MADISON,MISSISSIPPI,"32.4618086, -90.1153638"
"REHABILITATION, CALIFORNIA DEPARTMENT OF",SACRAMENTO,CALIFORNIA,"38.5781342, -121.4944209"
"REI SYSTEMS, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"RELIANCE TEST & TECHNOLOGY, LLC",CRESTVIEW,FLORIDA,"30.7541808, -86.5727995"
RELX INC,MIAMISBURG,OHIO,"39.6417046, -84.2878683"
RELYANT GLOBAL LLC,MARYVILLE,TENNESSEE,"35.7564719, -83.9704593"
RENEWAL INC,PITTSBURGH,PENNSYLVANIA,"40.4386612, -79.99723519999999"
RENK AMERICA LLC,MUSKEGON,MICHIGAN,"43.2341813, -86.24839209999999"
RENSSELAER POLYTECHNIC INSTITUTE,TROY,NEW YORK,"42.7284117, -73.69178509999999"
REPUBLIC SERVICES INC,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
RESEARCH INNOVATIONS INCORPORATED,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,NORTH CAROLINA,"35.8991678, -78.86364019999999"
RESILIENCE ACTION PARTNERS,BEAVER,PENNSYLVANIA,"40.6953437, -80.30478459999999"
"RESILIENCE GOVERNMENT SERVICES, INC.",ALACHUA,FLORIDA,"29.7938144, -82.49442260000001"
"RESOLUTION CONSULTANTS, AN AECOM- ENSAFE JOINT VENTURE",LOS ANGELES,CALIFORNIA,"34.0549076, -118.242643"
RESONANT SCIENCES LLC,BEAVERCREEK,OHIO,"39.7092262, -84.06326849999999"
RESOURCE ENVIRONMENTAL INC,CERRITOS,CALIFORNIA,"33.8659295, -118.0638802"
"REV AMBULANCE GROUP ORLANDO, INC.",WINTER PARK,FLORIDA,"28.5949767, -81.3508787"
"REVVITY HEALTH SCIENCES, INC.",HOPKINTON,MASSACHUSETTS,"42.2284282, -71.52207589999999"
REYES CONSTRUCTION INC,POMONA,CALIFORNIA,"34.055103, -117.7499909"
RFD BEAUFORT INC.,SHARON CENTER,OHIO,"41.0991732, -81.7355206"
"RGH ENTERPRISES, LLC",TWINSBURG,OHIO,"41.3125552, -81.4401129"
RHODE ISLAND INDIAN COUNCIL INC,PROVIDENCE,RHODE ISLAND,"41.8245558, -71.414199"
"RICARDO DEFENSE, INC.",TROY,MICHIGAN,"42.6064095, -83.1497751"
RICELAND FOODS INC,STUTTGART,ARKANSAS,"34.4940567, -91.55809529999999"
RICHARD E PIERSON CONSTRUCTION CO INC,PILESGROVE,NEW JERSEY,"39.6490321, -75.3095357"
"RICOH USA, INC.",EXTON,PENNSYLVANIA,"40.0325817, -75.6274583"
"RIO GRANDE ELECTRIC COOPERATIVE, INC.",BRACKETTVILLE,TEXAS,"29.3105125, -100.4178563"
"RIVERSIDE CHRISTIAN MINISTRIES, INC.",MIAMI,FLORIDA,"25.7616798, -80.1917902"
RIVERSIDE CONTRACTING INC,MISSOULA,MONTANA,"46.8721284, -113.9940314"
RIVERSIDE RESEARCH INSTITUTE,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
RIVERSIDE RESEARCH INSTITUTE,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
RLF & CN JV,ORLANDO,FLORIDA,"28.5383832, -81.3789269"
RLF AND SHERLOCK SMITH AND ADAMS JV,ORLANDO,FLORIDA,"28.5383832, -81.3789269"
"RMF ENGINEERING, INC., P.C.",CATONSVILLE,MARYLAND,"39.2720509, -76.73191609999999"
"ROAD & HIGHWAY BUILDERS, LLC",SPARKS,NEVADA,"39.5349112, -119.7526886"
"ROBBINS-GIOIA, LLC",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
ROBERT E MORRIS CO LLC,WINDSOR,CONNECTICUT,"41.8525984, -72.64370219999999"
"ROBERTSON FUEL SYSTEMS, L.L.C.",TEMPE,ARIZONA,"33.4255104, -111.9400054"
"ROBINS & MORTON GROUP, THE",BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
ROCHE DIAGNOSTICS CORPORATION,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
ROCK CREEK PUBLISHING GROUP INC.,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
"ROCK VALLEY COMMUNITY PROGRAMS, INC.",JANESVILLE,WISCONSIN,"42.6821141, -89.0274934"
ROCKET LAB USA INC,LONG BEACH,CALIFORNIA,"33.7700504, -118.1937395"
ROCKSOL CONSULTING GROUP INC,THORNTON,COLORADO,"39.8680412, -104.9719243"
ROCKWELL AUTOMATION INC,CLEVELAND,OHIO,"41.49932, -81.6943605"
ROCKWELL COLLINS INC,FAIRFIELD,CALIFORNIA,"38.2491956, -122.0405151"
ROCKWELL COLLINS SIMULATION & TRAINING SOLUTIONS LLC,CEDAR RAPIDS,IOWA,"41.9778795, -91.6656232"
"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,IOWA,"41.9778795, -91.6656232"
"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,IOWA,"41.9778795, -91.6656232"
"ROCKY BRANDS, INC.",NELSONVILLE,OHIO,"39.458681, -82.23181559999999"
"ROGERCO, INC.",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"ROGERS, LOVELOCK & FRITZ, INC.",ORLANDO,FLORIDA,"28.5383832, -81.3789269"
"ROHDE & SCHWARZ USA, INC.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
"ROHR, INC",CHULA VISTA,CALIFORNIA,"32.6400541, -117.0841955"
"ROICOM USA, LLC",EL PASO,TEXAS,"31.7618778, -106.4850217"
ROLLS-ROYCE CORPORATION,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
ROLLS-ROYCE MARINE NORTH AMERICA INC.,WALPOLE,MASSACHUSETTS,"42.1470361, -71.2520606"
ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
ROME RESEARCH CORPORATION,ROME,NEW YORK,"43.2128473, -75.4557303"
ROSEMOUNT AEROSPACE INC.,BURNSVILLE,MINNESOTA,"44.7677424, -93.27772259999999"
"ROSS GROUP CONSTRUCTION CORPORATION, LLC",TULSA,OKLAHOMA,"36.1551375, -95.98950099999999"
ROUNDARCH ISOBAR INC,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
ROYAL ARC WELDING COMPANY,FLAT ROCK,MICHIGAN,"42.0964314, -83.2918744"
"RQ CONSTRUCTION, LLC",CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-AECOM 2 JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-DPR JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-LORD JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-MAGANN JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-ORION JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RQ-WM JORDAN JV,CARLSBAD,CALIFORNIA,"33.1644491, -117.3411165"
RTX CORPORATION,EAST HARTFORD,CONNECTICUT,"41.7634219, -72.6128339"
RUBICON PROGRAMS INC,RICHMOND,CALIFORNIA,"37.9374723, -122.3432717"
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNSWICK,NEW JERSEY,"40.4966567, -74.4442802"
"RYAN COMPANIES US, INC.",MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
S&P GLOBAL INC.,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
S. B. BALLARD CONSTRUCTION COMPANY,VIRGINIA BEACH,VIRGINIA,"36.8516437, -75.97921939999999"
"S. J. AMOROSO CONSTRUCTION CO., INC.",REDWOOD CITY,CALIFORNIA,"37.4847955, -122.228141"
"S.J. LOUIS CONSTRUCTION, INC.",COLD SPRING,MINNESOTA,"45.4536111, -94.4277778"
S3 AERODEFENSE LLC,MILWAUKEE,WISCONSIN,"43.0410344, -87.9096783"
SAAB DEFENSE AND SECURITY USA LLC,EAST SYRACUSE,NEW YORK,"43.0653446, -76.0785332"
SAALEX CORP,CAMARILLO,CALIFORNIA,"34.2163937, -119.0376023"
"SABRE SYSTEMS, INC.",WARRINGTON,PENNSYLVANIA,"40.2492741, -75.1340604"
SAE INTERNATIONAL,WARRENDALE,PENNSYLVANIA,"40.65320759999999, -80.0794925"
SAFE BOATS INTERNATIONAL L.L.C.,BREMERTON,WASHINGTON,"47.5650067, -122.6269768"
SAFEGUARD SERVICES LLC,PLANO,TEXAS,"33.0216577, -96.6979973"
SAFRAN DATA SYSTEMS INC.,NORCROSS,GEORGIA,"33.9411081, -84.2137443"
SAFRAN HELICOPTER ENGINES USA INC,GRAND PRAIRIE,TEXAS,"32.7459645, -96.99778459999999"
SAINT LOUIS UNIVERSITY,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
SAK CONSTRUCTION LLC,O FALLON,MISSOURI,"38.8106075, -90.69984769999999"
SALIENT CRGT INC,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"SALIENT FEDERAL SOLUTIONS, INC.",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"SALIENT FEDERAL-SGIS, INC.",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"SALMON GROUP, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
SALVATION ARMY (THE),CHATTANOOGA,TENNESSEE,"35.0457984, -85.3093995"
"SALVATION ARMY, THE",WACO,TEXAS,"31.5575916, -97.12899220000001"
"SALVATION ARMY, THE",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
SAN ANTONIO SHOE INC,SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
SAN DIEGO GAS & ELECTRIC COMPANY,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"SAN RAFAEL ROCK QUARRY, INC.",SAN RAFAEL,CALIFORNIA,"37.9735346, -122.5310874"
"SANBORN MAP COMPANY, INC., THE",COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
SANFORD RESEARCH,SIOUX FALLS,SOUTH DAKOTA,"43.5460223, -96.731265"
SANOFI PASTEUR INC.,SWIFTWATER,PENNSYLVANIA,"41.0881409, -75.3266416"
"SAPIENT GOVERNMENT SERVICES, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
SAPUTO CHEESE USA INC,MILWAUKEE,WISCONSIN,"43.0410344, -87.9096783"
SARGENT & GREENLEAF INC,NICHOLASVILLE,KENTUCKY,"37.8794475, -84.573442"
"SARGENT AEROSPACE & DEFENSE, LLC",TUCSON,ARIZONA,"32.2539787, -110.9741769"
SARGENTO FOODS INC,PLYMOUTH,WISCONSIN,"43.7486054, -87.9770379"
"SATCOM DIRECT GOVERNMENT, INC.",MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
"SAUER CONSTRUCTION, LLC",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"SAVA WORKFORCE SOLUTIONS, LLC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
"SAWDEY SOLUTION SERVICES, INC.",BEAVERCREEK,OHIO,"39.7092262, -84.06326849999999"
"SCALE AI, INC.",SAN FRANCISCO,CALIFORNIA,"37.7749295, -122.4194155"
SCHNABEL-HDR JOINT VENTURE,CHADDS FORD,PENNSYLVANIA,"39.8719622, -75.591401"
"SCHNEIDER ELECTRIC BUILDINGS AMERICAS, INC.",CARROLLTON,TEXAS,"32.9756415, -96.8899636"
"SCHNEIDER ELECTRIC BUILDINGS CRITICAL SYSTEMS, INC.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
"SCHNEIDER ELECTRIC USA, INC.",ANDOVER,MASSACHUSETTS,"42.6627301, -71.1446897"
"SCI TECHNOLOGY, INC",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
SCIENCE APPLICATIONS INTERNATIONAL CORP,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,CLINTON,UTAH,"41.139666, -112.0504983"
SCIENTIFIC RESEARCH CORPORATION,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
SCRIPPS RESEARCH INSTITUTE,LA JOLLA,CALIFORNIA,"32.8328112, -117.2712717"
SCRIPTPRO USA INC,SHAWNEE MISSION,KANSAS,"38.8995248, -94.639296"
"SEA-BIRD ELECTRONICS, INC.",BELLEVUE,WASHINGTON,"47.6101497, -122.2015159"
SEABULK LOGISTICS SERVICES LLC,FORT LAUDERDALE,FLORIDA,"26.1224386, -80.13731740000001"
"SEACORP, LLC",MIDDLETOWN,RHODE ISLAND,"41.5218243, -71.2834538"
SEAL DYNAMICS LLC,HAUPPAUGE,NEW YORK,"40.8256536, -73.2026138"
"SEALING TECHNOLOGIES, LLC",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
SEATTLE INDIAN HEALTH BOARD,SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
"SEED INNOVATIONS, LLC",MONUMENT,COLORADO,"39.0916586, -104.872758"
"SEGUE TECHNOLOGIES, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
SEHLKE CONSULTING LLC,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
"SEMANTICBITS, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SENECA FOODS CORP,FAIRPORT,NEW YORK,"43.0986742, -77.44193779999999"
"SENTAR, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
SENTURE LIMITED LIABILITY COMPANY,LONDON,KENTUCKY,"37.1289771, -84.08326459999999"
SEQIRUS INC.,HOLLY SPRINGS,NORTH CAROLINA,"35.6512655, -78.8336218"
SEQIRUS USA INC,SUMMIT,NEW JERSEY,"40.7181631, -74.3562298"
SERCO INC,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
SERVICE DISABLED VETERANS BUSINESS ASSOCIATION,SILVER SPRING,MARYLAND,"38.99066570000001, -77.026088"
"SERVICE SOURCE, INC",OAKTON,VIRGINIA,"38.8809451, -77.3008172"
"SES GOVERNMENT SOLUTIONS, INC.",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"SEV1TECH, LLC",WOODBRIDGE,VIRGINIA,"38.658172, -77.24970499999999"
"SEVEN CORNERS, INC",CARMEL,INDIANA,"39.978371, -86.1180435"
SEVERN PEANUT CO INC,SEVERN,NORTH CAROLINA,"36.5151521, -77.18968939999999"
"SEWP SOLUTIONS, LLC",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
SGI GLOBAL LLC,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"SHANNON & WILSON, INC.",SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
"SHARED MEDICAL SERVICES, INC.",COTTAGE GROVE,WISCONSIN,"43.0761082, -89.19955929999999"
"SHERLOCK, SMITH & ADAMS/PAGESOUTHERLANDPAGE JOINT VENTURE",MONTGOMERY,ALABAMA,"32.3792233, -86.3077368"
SHI INTERNATIONAL CORP.,SOMERSET,NEW JERSEY,"40.5292099, -74.64004320000001"
SHIELD AI INC,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"SHIMADZU PRECISION INSTRUMENTS, INC.",LONG BEACH,CALIFORNIA,"33.7700504, -118.1937395"
"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
"SHIMMICK CONSTRUCTION COMPANY, INC.",OAKLAND,CALIFORNIA,"37.8043514, -122.2711639"
"SICPA SECURINK, CORP.",SPRINGFIELD,VIRGINIA,"38.7892801, -77.18720359999999"
SIEMENS CORPORATION,PRINCETON,NEW JERSEY,"40.3503931, -74.6571416"
SIEMENS GOVERNMENT TECHNOLOGIES INC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
SIEMENS HEALTHCARE DIAGNOSTICS INC.,TARRYTOWN,NEW YORK,"41.0762077, -73.85874609999999"
SIEMENS INDUSTRY INC.,BUFFALO GROVE,ILLINOIS,"42.1662831, -87.9631308"
"SIEMENS MEDICAL SOLUTIONS USA, INC.",MALVERN,PENNSYLVANIA,"40.0362184, -75.5138118"
"SIERRA NEVADA COMPANY, LLC",SPARKS,NEVADA,"39.5349112, -119.7526886"
"SIERRA NEVADA COMPANY, LLC",ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
SIERRA SPACE CORP,LOUISVILLE,COLORADO,"39.977763, -105.1319296"
SIG SAUER INC.,NEWINGTON,NEW HAMPSHIRE,"43.0995451, -70.8327999"
"SIGA TECHNOLOGIES, INC.",NEW YORK,NEW YORK,"40.7127753, -74.0059728"
SIGMA DEFENSE SYSTEMS LLC,PERRY,GEORGIA,"32.4582065, -83.7315723"
"SIGMATECH, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
SIGNATURE SCIENCE LLC,AUSTIN,TEXAS,"30.267153, -97.7430608"
"SIGNET TECHNOLOGIES, INC.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
SIKICH CPA LLC,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
SIKORSKY AIRCRAFT CORP,STRATFORD,CONNECTICUT,"41.18454149999999, -73.1331651"
"SILLIKER, INC.",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
"SILVER BAY SEAFOODS, L.L.C.",SITKA,ALASKA,"57.05321929999999, -135.3345513"
SIMMONDS PRECISION PRODUCTS INC,VERGENNES,VERMONT,"44.1672771, -73.2540111"
SINTELA INC,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"SIRIUS FEDERAL, LLC",CROFTON,MARYLAND,"39.0017772, -76.68746709999999"
"SIVANTOS, INC.",PISCATAWAY,NEW JERSEY,"40.5500011, -74.475777"
SKANSKA USA BUILDING INC.,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
SKANSKA USA CIVIL NORTHEAST INC.,EAST ELMHURST,NEW YORK,"40.7660427, -73.8758704"
SKANSKA USA CIVIL WEST CALIFORNIA DISTRICT INC.,RIVERSIDE,CALIFORNIA,"33.9806005, -117.3754942"
"SKIDMORE, OWINGS & MERRILL LLP",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
SKILLS INC,ELIZABETH CITY,NORTH CAROLINA,"36.2946008, -76.2510461"
SKILLSOFT (US) LLC,NASHUA,NEW HAMPSHIRE,"42.7581256, -71.46517469999999"
SKILS'KIN,SPOKANE,WASHINGTON,"47.6579711, -117.4235319"
SKOOKUM EDUCATIONAL PROGRAMS,BREMERTON,WASHINGTON,"47.5650067, -122.6269768"
SKURKA AEROSPACE INC,CAMARILLO,CALIFORNIA,"34.2163937, -119.0376023"
"SLALOM, INC.",SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
SLSCO LTD.,GALVESTON,TEXAS,"29.3012309, -94.7950151"
"SMARTRONIX, INC.",HOLLYWOOD,MARYLAND,"38.345889, -76.571859"
SMIT SALVAGE AMERICAS INC.,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
SMITHFIELD PACKAGED MEATS SALES CORP.,SMITHFIELD,VIRGINIA,"36.9823709, -76.63106619999999"
"SMITHGROUP, INC.",PHOENIX,ARIZONA,"33.4482266, -112.0776781"
"SMITHGROUP, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
SMITHS DETECTION INC.,EDGEWOOD,MARYLAND,"39.4187194, -76.2944016"
"SMITHS DETECTION, LLC",NEWARK,CALIFORNIA,"37.5299765, -122.0383968"
SMITHSONIAN INSTITUTION,CAMBRIDGE,MASSACHUSETTS,"42.3666036, -71.1056916"
"SOAR TECHNOLOGY, LLC",ANN ARBOR,MICHIGAN,"42.2808256, -83.7430378"
"SOBRAN, INC.",DAYTON,OHIO,"39.7592225, -84.1936144"
"SOCIAL & SCIENTIFIC SYSTEMS, INC.",SILVER SPRING,MARYLAND,"38.99066570000001, -77.026088"
"SOCIAL IMPACT, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
SOCIAL SERVICES MISSOURI DEPT,JEFFERSON CITY,MISSOURI,"38.57670170000001, -92.1735164"
SODEXO MANAGEMENT INC.,GAITHERSBURG,MARYLAND,"39.1439689, -77.2016062"
SOFT COMPUTER CONSULTANTS INC.,CLEARWATER,FLORIDA,"27.9655722, -82.7958948"
"SOFT TECH CONSULTING, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
SOLAERO TECHNOLOGIES CORP,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
"SOLERITY, INC.",MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"SOLPAC CONSTRUCTION, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
SOLUTE,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"SOLUTIONS BY DESIGN II, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"SONALYSTS, INC.",WATERFORD,CONNECTICUT,"41.3491303, -72.148459"
SONOVA USA INC,AURORA,ILLINOIS,"41.7605849, -88.32007150000001"
"SONTIQ, INC.",NOTTINGHAM,MARYLAND,"39.3700676, -76.4545254"
"SO-PAK-CO, INC.",MULLINS,SOUTH CAROLINA,"34.2057166, -79.25449019999999"
SOS INTERNATIONAL LLC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"SOURCE GROUP, INC., THE",PLEASANT HILL,CALIFORNIA,"37.9479786, -122.0607963"
SOUTH CAROLINA COMMISSION FOR BLIND,COLUMBIA,SOUTH CAROLINA,"34.0008322, -81.035147"
SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY,RAPID CITY,SOUTH DAKOTA,"44.0805434, -103.2310149"
"SOUTHEASTERN COMPUTER CONSULTANTS, INC.",KING GEORGE,VIRGINIA,"38.2664512, -77.18078419999999"
"SOUTHEASTERN PAPER GROUP, LLC",SPARTANBURG,SOUTH CAROLINA,"34.9515959, -81.9327167"
SOUTHERN COMPANY GAS,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
"SOUTHERN CONTRACTING, LLC",BILOXI,MISSISSIPPI,"30.3954269, -88.88704589999999"
SOUTHERN FOODSERVICE MANAGEMENT INC,MOUNTAIN BRK,ALABAMA,"33.5009384, -86.75221069999999"
"SOUTHERN MARYLAND ELECTRIC COOPERATIVE, INC.",HUGHESVILLE,MARYLAND,"38.5326217, -76.78385589999999"
"SOUTHERN TIRE MART, LLC",COLUMBIA,MISSISSIPPI,"31.2524566, -89.83542829999999"
SOUTHLAND INDUSTRIES,DULLES,VIRGINIA,"38.9639112, -77.4496269"
SOUTHWEST RESEARCH INSTITUTE,SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
SOUTHWEST VALLEY CONSTRUCTORS CO,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
SPACE EXPLORATION TECHNOLOGIES CORP.,HAWTHORNE,CALIFORNIA,"33.9164032, -118.3525748"
"SPAW GLASS CONTRACTORS, INC.",SCHERTZ,TEXAS,"29.5609958, -98.2673574"
"SPECPRO MANAGEMENT SERVICES, LLC",SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
"SPECTRAL SCIENCES, INC.",BURLINGTON,MASSACHUSETTS,"42.5047161, -71.1956205"
SPECTRUM FEDERAL SOLUTIONS LLC,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"SPECTRUM HEALTHCARE RESOURCES, INC.",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
SPENCE BROTHERS,SAGINAW,MICHIGAN,"43.4195608, -83.9473706"
SPIRE MARKETING INC,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
SPIRIT AEROSYSTEMS INC,WICHITA,KANSAS,"37.693452, -97.3382202"
SRC INC,SYRACUSE,NEW YORK,"43.0494832, -76.14739770000001"
"SRCTEC, LLC",SYRACUSE,NEW YORK,"43.0494832, -76.14739770000001"
SRI INTERNATIONAL,MENLO PARK,CALIFORNIA,"37.4529598, -122.1817252"
SSFM-NOEI LLC,HONOLULU,HAWAII,"21.3098845, -157.8581401"
